   20304
       1  1   0  0   0  1  1.665E-03  1.108127E+03  1.863E+09  4.309E-09
       2  1   0  1   0 -1  5.739E-04  1.110062E+03  1.865E+09  3.901E-09
       3  1   0  1   0  1  1.077E-03  1.108633E+03  1.858E+09  5.158E-09
       4  1   0  2   0 -1  6.914E-04  1.112495E+03  1.863E+09  4.309E-09
       5  1   0  2   0  1  9.322E-04  1.110119E+03  1.851E+09  7.687E-09
       6  1   0  3   0 -1  7.381E-04  1.115895E+03  1.858E+09  5.158E-09
       7  1   0  3   0  1  8.468E-04  1.112583E+03  1.842E+09  8.648E-09
       8  1   0  4   0 -1  7.559E-04  1.120247E+03  1.851E+09  7.687E-09
       9  1   0  4   0  1  7.780E-04  1.116012E+03  1.830E+09  1.168E-08
      10  1   0  5   0 -1  7.577E-04  1.125539E+03  1.842E+09  8.648E-09
      11  1   0  5   0  1  7.157E-04  1.120398E+03  1.816E+09  1.227E-08
      12  1   0  6   0 -1  7.481E-04  1.131750E+03  1.830E+09  1.168E-08
      13  1   0  6   0  1  6.563E-04  1.125722E+03  1.800E+09  1.920E-08
      14  1   0  7   0 -1  7.299E-04  1.138866E+03  1.816E+09  1.227E-08
      15  1   0  7   0  1  5.991E-04  1.131974E+03  1.781E+09  3.740E-08
      16  1   0  8   0 -1  7.050E-04  1.146856E+03  1.800E+09  1.920E-08
      17  1   0  8   0  1  5.438E-04  1.139122E+03  1.760E+09  7.935E-08
      18  1   0  9   0 -1  6.751E-04  1.155710E+03  1.781E+09  3.740E-08
      19  1   0  9   0  1  4.911E-04  1.147160E+03  1.737E+09  2.386E-07
      20  1   0 10   0 -1  6.416E-04  1.165395E+03  1.760E+09  7.935E-08
      21  1   0 10   0  1  4.411E-04  1.156052E+03  1.712E+09  2.656E-07
      22  1   0 11   0 -1  6.058E-04  1.175893E+03  1.737E+09  2.386E-07
      23  1   0 11   0  1  3.946E-04  1.165781E+03  1.684E+09  1.141E-06
      24  1   0 12   0 -1  5.692E-04  1.187176E+03  1.712E+09  2.656E-07
      25  1   0 12   0  1  3.522E-04  1.176319E+03  1.655E+09  2.280E-06
      26  1   0 13   0 -1  5.322E-04  1.199219E+03  1.684E+09  1.141E-06
      27  1   0 13   0  1  3.137E-04  1.187639E+03  1.625E+09  9.004E-06
      28  1   0 14   0 -1  4.964E-04  1.211990E+03  1.655E+09  2.280E-06
      29  1   0 14   0  1  2.793E-04  1.199708E+03  1.593E+09  6.367E-06
      30  1   0 15   0 -1  4.623E-04  1.225478E+03  1.625E+09  9.004E-06
      31  1   0 15   0  1  2.492E-04  1.212512E+03  1.560E+09  9.354E-05
      32  1   0 16   0 -1  4.307E-04  1.239638E+03  1.593E+09  6.367E-06
      33  1   0 16   0  1  2.232E-04  1.226004E+03  1.526E+09  1.127E-04
      34  1   0 17   0 -1  4.019E-04  1.254456E+03  1.560E+09  9.354E-05
      35  1   0 17   0  1  2.009E-04  1.240168E+03  1.491E+09  1.721E-04
