    8972
       1  2   0  0   0  1  4.395E-02  1.008550E+03  1.180E+09  1.382E-04
       3  2   0  1   0  1  2.052E-02  1.008496E+03  1.179E+09  3.757E-04
       4  2   0  1   0  0  2.380E-02  1.009769E+03  1.180E+09  2.444E-11
       4  2   0  2   0 -1  5.510E-03  1.012167E+03  1.180E+09  1.382E-04
       5  2   0  2   0  1  1.565E-02  1.009022E+03  1.178E+09  7.636E-04
       6  2   0  2   0  0  2.381E-02  1.010936E+03  1.179E+09  2.495E-11
       6  2   0  3   0 -1  8.277E-03  1.014502E+03  1.179E+09  3.757E-04
       7  2   0  3   0  1  1.380E-02  1.010128E+03  1.175E+09  1.576E-03
       8  2   0  3   0  0  2.383E-02  1.012678E+03  1.177E+09  2.547E-11
       8  2   0  4   0 -1  9.946E-03  1.017383E+03  1.178E+09  7.636E-04
       9  2   0  4   0  1  1.396E-02  1.011810E+03  1.172E+09  5.813E-03
      10  2   0  4   0  0  2.386E-02  1.014980E+03  1.174E+09  2.591E-11
      10  2   0  5   0 -1  1.085E-02  1.020796E+03  1.175E+09  1.576E-03
      11  2   0  5   0  1  2.608E-02  1.014237E+03  1.158E+09  1.775E-01
      12  2   0  5   0  0  2.389E-02  1.017830E+03  1.171E+09  2.537E-11
      12  2   0  6   0 -1  1.051E-02  1.024729E+03  1.172E+09  5.813E-03
      13  2   0  6   0  1  6.343E-03  1.016740E+03  1.168E+09  8.017E-03
      14  2   0  6   0  0  2.390E-02  1.021205E+03  1.168E+09  2.432E-11
      14  2   0  7   0 -1  5.698E-04  1.029348E+03  1.158E+09  1.775E-01
      15  2   0  7   0  1  7.763E-03  1.020057E+03  1.163E+09  3.326E-03
      16  2   0  7   0  0  2.395E-02  1.025092E+03  1.164E+09  2.308E-11
      16  2   0  8   0 -1  1.738E-02  1.033949E+03  1.168E+09  8.017E-03
      17  2   0  8   0  1  9.146E-03  1.023873E+03  1.157E+09  5.471E-03
      18  2   0  8   0  0  2.396E-02  1.029458E+03  1.159E+09  2.216E-11
      18  2   0  9   0 -1  1.611E-02  1.039292E+03  1.163E+09  3.326E-03
      19  2   0  9   0  1  2.071E-04  1.027896E+03  1.127E+09  1.679E-01
      20  2   0  9   0  0  2.399E-02  1.034289E+03  1.154E+09  2.161E-11
      20  2   0 10   0 -1  1.475E-02  1.045049E+03  1.157E+09  5.471E-03
      21  2   0 10   0  1  5.416E-03  1.032853E+03  1.148E+09  4.775E-03
      22  2   0 10   0  0  2.401E-02  1.039553E+03  1.149E+09  2.165E-11
      22  2   0 11   0 -1  2.585E-02  1.050906E+03  1.127E+09  1.679E-01
      23  2   0 11   0  1  7.400E-03  1.038063E+03  1.140E+09  5.678E-03
      24  2   0 11   0  0  2.403E-02  1.045229E+03  1.143E+09  2.401E-11
      24  2   0 12   0 -1  1.905E-02  1.057626E+03  1.148E+09  4.775E-03
      25  2   0 12   0  1  1.242E-03  1.043550E+03  1.126E+09  4.004E-02
      26  2   0 12   0  0  2.402E-02  1.051288E+03  1.137E+09  2.640E-11
      26  2   0 13   0 -1  1.685E-02  1.064493E+03  1.140E+09  5.678E-03
      27  2   0 13   0  1  5.435E-03  1.049609E+03  1.128E+09  3.307E-03
      28  2   0 13   0  0  2.403E-02  1.057704E+03  1.131E+09  2.957E-11
      28  2   0 14   0 -1  2.455E-02  1.071527E+03  1.126E+09  4.004E-02
      29  2   0 14   0  1  1.247E-02  1.056032E+03  1.096E+09  5.468E-02
      30  2   0 14   0  0  2.404E-02  1.064448E+03  1.124E+09  7.566E-11
      30  2   0 15   0 -1  1.937E-02  1.079055E+03  1.128E+09  3.307E-03
      31  2   0 15   0  1  4.689E-03  1.062618E+03  1.114E+09  2.849E-03
      32  2   0 15   0  0  2.403E-02  1.071506E+03  1.117E+09  1.311E-09
      32  2   0 16   0 -1  1.094E-02  1.086849E+03  1.096E+09  5.468E-02
      33  2   0 16   0  1  9.305E-03  1.069656E+03  1.093E+09  2.433E-02
      34  2   0 16   0  0  2.401E-02  1.078840E+03  1.110E+09  2.485E-09
      34  2   0 17   0 -1  2.048E-02  1.094696E+03  1.114E+09  2.849E-03
      35  2   0 17   0  1  4.670E-03  1.076886E+03  1.099E+09  2.020E-03
      36  2   0 17   0  0  2.401E-02  1.086438E+03  1.103E+09  4.956E-09
      36  2   0 18   0 -1  1.480E-02  1.102916E+03  1.093E+09  2.433E-02
      37  2   0 18   0  1  1.832E-02  1.084593E+03  9.591E+08  2.398E-01
      38  2   0 18   0  0  2.400E-02  1.094272E+03  1.096E+09  3.076E-09
      38  2   0 19   0 -1  2.067E-02  1.111218E+03  1.099E+09  2.020E-03
      39  2   0 19   0  1  5.088E-03  1.092219E+03  1.083E+09  1.411E-03
      40  2   0 19   0  0  2.399E-02  1.102313E+03  1.088E+09  2.022E-07
      40  2   0 20   0 -1  3.039E-03  1.119919E+03  9.591E+08  2.398E-01
      41  2   0 20   0  1  3.881E-03  1.100215E+03  1.074E+09  2.712E-03
      42  2   0 20   0  0  2.400E-02  1.110549E+03  1.081E+09  3.796E-07
      42  2   0 21   0 -1  2.033E-02  1.128427E+03  1.083E+09  1.411E-03
      43  2   0 21   0  1  6.461E-03  1.108432E+03  1.064E+09  4.896E-03
      44  2   0 21   0  0  2.403E-02  1.118948E+03  1.074E+09  1.162E-06
      44  2   0 22   0 -1  2.190E-02  1.137222E+03  1.074E+09  2.712E-03
      45  2   0 22   0  1  5.054E-03  1.116800E+03  1.059E+09  6.684E-04
      46  2   0 22   0  0  2.405E-02  1.127500E+03  1.066E+09  5.033E-07
      46  2   0 23   0 -1  1.887E-02  1.146143E+03  1.064E+09  4.896E-03
      47  2   0 23   0  1  4.641E-03  1.125318E+03  1.051E+09  8.491E-04
      48  2   0 23   0  0  2.411E-02  1.136166E+03  1.059E+09  4.615E-05
      48  2   0 24   0 -1  2.076E-02  1.155123E+03  1.059E+09  6.684E-04
      49  2   0 24   0  1  3.012E-03  1.133971E+03  1.037E+09  1.344E-02
      50  2   0 24   0  0  2.421E-02  1.144944E+03  1.051E+09  1.871E-04
      50  2   0 25   0 -1  2.141E-02  1.164172E+03  1.051E+09  8.491E-04
      51  2   0 25   0  1  6.047E-03  1.142758E+03  1.035E+09  4.070E-03
      52  2   0 25   0  0  2.435E-02  1.153807E+03  1.044E+09  6.109E-05
      52  2   0 26   0 -1  2.319E-02  1.173244E+03  1.037E+09  1.344E-02
      53  2   0 26   0  1  5.653E-03  1.151610E+03  1.044E+09  6.035E-02
      54  2   0 26   0  0  2.454E-02  1.162722E+03  1.051E+09  1.331E-02
      54  2   0 27   0 -1  2.036E-02  1.182372E+03  1.035E+09  4.070E-03
      55  2   0 27   0  1  5.692E-03  1.160549E+03  1.022E+09  2.366E-01
      56  2   0 27   0  0  2.482E-02  1.171695E+03  1.030E+09  9.130E-03
      56  2   0 28   0 -1  2.119E-02  1.191477E+03  1.044E+09  6.035E-02
      57  2   0 28   0  1  5.860E-03  1.169540E+03  1.724E+09  1.842E-01
      58  2   0 28   0  0  2.518E-02  1.180689E+03  1.024E+09  1.334E-01
      58  2   0 29   0 -1  2.167E-02  1.200523E+03  1.022E+09  2.366E-01
      61  2   1  0   0  1  1.241E-01  1.052730E+03  1.180E+09  1.382E-04
      63  2   1  1   0  1  5.880E-02  1.052606E+03  1.179E+09  3.757E-04
      64  2   1  1   0  0  6.562E-02  1.053993E+03  1.180E+09  2.444E-11
      64  2   1  2   0 -1  1.455E-02  1.056474E+03  1.180E+09  1.382E-04
      65  2   1  2   0  1  4.478E-02  1.053049E+03  1.178E+09  7.636E-04
      66  2   1  2   0  0  6.569E-02  1.055134E+03  1.179E+09  2.495E-11
      66  2   1  3   0 -1  2.172E-02  1.058821E+03  1.179E+09  3.757E-04
      67  2   1  3   0  1  3.833E-02  1.054057E+03  1.175E+09  1.576E-03
      68  2   1  3   0  0  6.580E-02  1.056834E+03  1.177E+09  2.547E-11
      68  2   1  4   0 -1  2.634E-02  1.061697E+03  1.178E+09  7.636E-04
      69  2   1  4   0  1  3.477E-02  1.055630E+03  1.172E+09  5.813E-03
      70  2   1  4   0  0  6.595E-02  1.059081E+03  1.174E+09  2.591E-11
      70  2   1  5   0 -1  2.967E-02  1.065088E+03  1.175E+09  1.576E-03
      71  2   1  5   0  1  2.548E-02  1.057949E+03  1.158E+09  1.775E-01
      72  2   1  5   0  0  6.613E-02  1.061858E+03  1.171E+09  2.537E-11
      72  2   1  6   0 -1  3.189E-02  1.068979E+03  1.172E+09  5.813E-03
      73  2   1  6   0  1  2.645E-02  1.060288E+03  1.168E+09  8.017E-03
      74  2   1  6   0  0  6.633E-02  1.065144E+03  1.168E+09  2.432E-11
      74  2   1  7   0 -1  1.803E-02  1.073549E+03  1.158E+09  1.775E-01
      75  2   1  7   0  1  2.617E-02  1.063446E+03  1.163E+09  3.326E-03
      76  2   1  7   0  0  6.658E-02  1.068920E+03  1.164E+09  2.308E-11
      76  2   1  8   0 -1  3.705E-02  1.078044E+03  1.168E+09  8.017E-03
      77  2   1  8   0  1  2.557E-02  1.067096E+03  1.157E+09  5.471E-03
      78  2   1  8   0  0  6.684E-02  1.073163E+03  1.159E+09  2.216E-11
      78  2   1  9   0 -1  3.899E-02  1.083271E+03  1.163E+09  3.326E-03
      79  2   1  9   0  1  1.108E-02  1.070896E+03  1.127E+09  1.679E-01
      80  2   1  9   0  0  6.712E-02  1.077837E+03  1.154E+09  2.161E-11
      80  2   1 10   0 -1  4.045E-02  1.088894E+03  1.157E+09  5.471E-03
      81  2   1 10   0  1  2.249E-02  1.075660E+03  1.148E+09  4.775E-03
      82  2   1 10   0  0  6.744E-02  1.082929E+03  1.149E+09  2.165E-11
      82  2   1 11   0 -1  2.447E-02  1.094560E+03  1.127E+09  1.679E-01
      83  2   1 11   0  1  2.253E-02  1.080636E+03  1.140E+09  5.678E-03
      84  2   1 11   0  0  6.777E-02  1.088403E+03  1.143E+09  2.401E-11
      84  2   1 12   0 -1  4.259E-02  1.101096E+03  1.148E+09  4.775E-03
      85  2   1 12   0  1  1.881E-02  1.085848E+03  1.126E+09  4.004E-02
      86  2   1 12   0  0  6.812E-02  1.094228E+03  1.137E+09  2.640E-11
      86  2   1 13   0 -1  4.437E-02  1.107736E+03  1.140E+09  5.678E-03
      87  2   1 13   0  1  2.139E-02  1.091628E+03  1.128E+09  3.307E-03
      88  2   1 13   0  0  6.849E-02  1.100387E+03  1.131E+09  2.957E-11
      88  2   1 14   0 -1  3.826E-02  1.114500E+03  1.126E+09  4.004E-02
      89  2   1 14   0  1  1.927E-02  1.097748E+03  1.096E+09  5.468E-02
      90  2   1 14   0  0  6.889E-02  1.106844E+03  1.124E+09  7.566E-11
      90  2   1 15   0 -1  4.555E-02  1.121733E+03  1.128E+09  3.307E-03
      91  2   1 15   0  1  2.112E-02  1.103981E+03  1.114E+09  2.849E-03
      92  2   1 15   0  0  6.932E-02  1.113577E+03  1.117E+09  1.311E-09
      92  2   1 16   0 -1  4.620E-02  1.129198E+03  1.096E+09  5.468E-02
      93  2   1 16   0  1  1.967E-02  1.110651E+03  1.093E+09  2.433E-02
      94  2   1 16   0  0  6.978E-02  1.120556E+03  1.110E+09  2.485E-09
      94  2   1 17   0 -1  4.633E-02  1.136655E+03  1.114E+09  2.849E-03
      95  2   1 17   0  1  2.131E-02  1.117467E+03  1.099E+09  2.020E-03
      96  2   1 17   0  0  7.028E-02  1.127756E+03  1.103E+09  4.956E-09
      96  2   1 18   0 -1  4.941E-02  1.144454E+03  1.093E+09  2.433E-02
      97  2   1 18   0  1  8.882E-03  1.124737E+03  9.591E+08  2.398E-01
      98  2   1 18   0  0  7.084E-02  1.135150E+03  1.096E+09  3.076E-09
      98  2   1 19   0 -1  4.742E-02  1.152287E+03  1.099E+09  2.020E-03
      99  2   1 19   0  1  2.165E-02  1.131872E+03  1.083E+09  1.411E-03
     100  2   1 19   0  0  7.143E-02  1.142716E+03  1.088E+09  2.022E-07
     100  2   1 20   0 -1  3.966E-02  1.160476E+03  9.591E+08  2.398E-01
     101  2   1 20   0  1  2.265E-02  1.139332E+03  1.074E+09  2.712E-03
     102  2   1 20   0  0  7.212E-02  1.150418E+03  1.081E+09  3.796E-07
     102  2   1 21   0 -1  4.896E-02  1.168407E+03  1.083E+09  1.411E-03
     103  2   1 21   0  1  2.124E-02  1.146983E+03  1.064E+09  4.896E-03
     104  2   1 21   0  0  7.289E-02  1.158247E+03  1.074E+09  1.162E-06
     104  2   1 22   0 -1  4.726E-02  1.176569E+03  1.074E+09  2.712E-03
     105  2   1 22   0  1  2.295E-02  1.154722E+03  1.059E+09  6.684E-04
     106  2   1 22   0  0  7.374E-02  1.166164E+03  1.066E+09  5.033E-07
     106  2   1 23   0 -1  5.184E-02  1.184809E+03  1.064E+09  4.896E-03
     107  2   1 23   0  1  2.402E-02  1.162569E+03  1.051E+09  8.491E-04
     108  2   1 23   0  0  7.474E-02  1.174150E+03  1.059E+09  4.615E-05
     108  2   1 24   0 -1  5.037E-02  1.193038E+03  1.059E+09  6.684E-04
     109  2   1 24   0  1  2.651E-02  1.170488E+03  1.037E+09  1.344E-02
     110  2   1 24   0  0  7.591E-02  1.182183E+03  1.051E+09  1.871E-04
     110  2   1 25   0 -1  5.005E-02  1.201255E+03  1.051E+09  8.491E-04
     111  2   1 25   0  1  2.389E-02  1.178469E+03  1.035E+09  4.070E-03
     112  2   1 25   0  0  7.728E-02  1.190222E+03  1.044E+09  6.109E-05
     112  2   1 26   0 -1  4.594E-02  1.209429E+03  1.037E+09  1.344E-02
     113  2   1 26   0  1  2.547E-02  1.186453E+03  1.044E+09  6.035E-02
     114  2   1 26   0  0  7.891E-02  1.198251E+03  1.051E+09  1.331E-02
     114  2   1 27   0 -1  5.418E-02  1.217551E+03  1.035E+09  4.070E-03
     115  2   1 27   0  1  2.667E-02  1.194423E+03  1.022E+09  2.366E-01
     116  2   1 27   0  0  8.088E-02  1.206232E+03  1.030E+09  9.130E-03
     116  2   1 28   0 -1  5.440E-02  1.225478E+03  1.044E+09  6.035E-02
     117  2   1 28   0  1  2.788E-02  1.202283E+03  1.724E+09  1.842E-01
     118  2   1 28   0  0  8.328E-02  1.214069E+03  1.024E+09  1.334E-01
     118  2   1 29   0 -1  5.561E-02  1.233403E+03  1.022E+09  2.366E-01
     121  2   2  0   0  1  1.377E-01  1.098113E+03  1.180E+09  1.382E-04
     123  2   2  1   0  1  6.725E-02  1.097909E+03  1.179E+09  3.757E-04
     124  2   2  1   0  0  7.013E-02  1.099418E+03  1.180E+09  2.444E-11
     124  2   2  2   0 -1  1.449E-02  1.101977E+03  1.180E+09  1.382E-04
     125  2   2  2   0  1  5.212E-02  1.098250E+03  1.178E+09  7.636E-04
     126  2   2  2   0  0  7.023E-02  1.100518E+03  1.179E+09  2.495E-11
     126  2   2  3   0 -1  2.118E-02  1.104321E+03  1.179E+09  3.757E-04
     127  2   2  3   0  1  4.445E-02  1.099140E+03  1.175E+09  1.576E-03
     128  2   2  3   0  0  7.037E-02  1.102160E+03  1.177E+09  2.547E-11
     128  2   2  4   0 -1  2.547E-02  1.107170E+03  1.178E+09  7.636E-04
